time,bass,drums,vocals,other
1.88,183.66666666666666,178.08333333333334,93.66315789473684,17.758928571428573
1.90,184,178.16666666666666,93.8,17.901785714285715
1.91,183.33333333333334,178.58333333333334,94.26315789473684,18.508928571428573
1.93,183.83333333333334,179.41666666666666,95.23157894736842,18.419642857142858
1.95,184.66666666666666,178.5,95.47368421052632,19.098214285714285
1.96,184.83333333333334,178.5,95.49473684210527,19.776785714285715
1.98,184.16666666666666,178.16666666666666,96.06315789473685,20.214285714285715
2.00,183.83333333333334,179.5,95.82105263157895,20.080357142857142
2.01,184,180.25,96.42105263157895,20.169642857142858
2.03,183.33333333333334,180.08333333333334,96.63157894736842,21.071428571428573
2.05,182.83333333333334,180.5,98.29473684210527,20.633928571428573
2.06,183,180.16666666666666,99.02105263157895,20.026785714285715
2.08,182,180.25,98.46315789473684,18.848214285714285
2.10,180.83333333333334,179.75,98.6421052631579,19.821428571428573
2.11,179.66666666666666,178.75,99.10526315789474,20.026785714285715
2.13,178,178.33333333333334,99.3578947368421,19.758928571428573
2.15,177.33333333333334,180.41666666666666,99.16842105263157,19.848214285714285
2.16,176,181.41666666666666,99.3157894736842,19.901785714285715
2.18,175.66666666666666,182.58333333333334,99.42105263157895,20.758928571428573
2.20,174.66666666666666,182.66666666666666,99.67368421052632,20.339285714285715
2.21,175.66666666666666,183.16666666666666,100.41052631578947,20.178571428571427
2.23,175.33333333333334,182.33333333333334,100.73684210526316,19.883928571428573
2.25,174,182.66666666666666,101,19.75
2.26,172.66666666666666,183.08333333333334,100.90526315789474,19.517857142857142
2.28,169.66666666666666,184.33333333333334,101.0421052631579,19.553571428571427
2.30,169.5,186.83333333333334,100.63157894736842,19.330357142857142
2.31,168,188.16666666666666,101.41052631578947,20.696428571428573
2.33,165.5,188.91666666666666,101.87368421052632,20.821428571428573
2.35,165.16666666666666,188.75,103.4,20.535714285714285
2.36,163.66666666666666,188.58333333333334,103.70526315789473,20.053571428571427
2.38,164.66666666666666,188.25,103.6421052631579,20.1875
2.40,163.66666666666666,188.33333333333334,103.70526315789473,20.285714285714285
2.41,162.5,187.25,104.30526315789474,20.25
2.43,163.66666666666666,186.75,104.62105263157895,20.660714285714285
2.45,161.5,184.66666666666666,105.03157894736842,20.294642857142858
2.46,160,182.08333333333334,104.56842105263158,20.910714285714285
2.48,157.83333333333334,179.41666666666666,104.85263157894737,21.651785714285715
2.50,156.5,177.83333333333334,105.11578947368422,22.178571428571427
2.51,157.33333333333334,179.75,105.90526315789474,23.214285714285715
2.53,159,182.25,106.57894736842105,22.526785714285715
2.55,160.33333333333334,185.5,107.62105263157895,22.607142857142858
2.56,163,186.5,108.34736842105264,21.785714285714285
2.58,166.5,188.58333333333334,108.12631578947368,20.892857142857142
2.60,169.33333333333334,190.16666666666666,107.32631578947368,21.008928571428573
2.61,169.5,191.41666666666666,107.36842105263158,20.964285714285715
2.63,170.83333333333334,191.16666666666666,107.01052631578948,20.071428571428573
2.65,171.5,189.91666666666666,108.16842105263157,19.991071428571427
2.66,172.5,186.41666666666666,107.67368421052632,19.767857142857142
2.68,174.33333333333334,185.75,107.58947368421053,18.776785714285715
2.70,177,186,105.82105263157895,17.982142857142858
2.71,179.5,186.91666666666666,105.25263157894737,17.830357142857142
2.73,182.16666666666666,187.83333333333334,104.6,17.723214285714285
2.75,183.83333333333334,187.58333333333334,104.34736842105264,19.053571428571427
2.76,186.33333333333334,188.75,103.61052631578947,19.482142857142858
2.78,188,188.41666666666666,102.38947368421053,19.428571428571427
2.80,188.66666666666666,187.33333333333334,101.15789473684211,19.348214285714285
2.81,188.16666666666666,185.5,100.72631578947369,19.419642857142858
2.83,189.16666666666666,184.83333333333334,100,19.6875
